PROJECT,COMPLETED_RUNS,COMPLETED_COVERAGE_LOOPS,SUCCESSFUL_COVERAGE_LOOPS,COVERAGE_LOOP_SUCCESS_RATE,COMPLETED_MUTATION_LOOPS,SUCCESSFUL_MUTATION_LOOPS,MUTATION_LOOP_SUCCESS_RATE
Lang,512,480,363,75.6 %,480,374,77.9 %
