PROJECT,COMPLETED_RUNS,COMPLETED_COVERAGE_LOOPS,SUCCESSFUL_COVERAGE_LOOPS,COVERAGE_LOOP_SUCCESS_RATE,COMPLETED_MUTATION_LOOPS,SUCCESSFUL_MUTATION_LOOPS,MUTATION_LOOP_SUCCESS_RATE
JacksonCore,548,485,286,59.0 %,485,281,57.9 %
