PROJECT,COMPLETED_RUNS,COMPLETED_COVERAGE_LOOPS,SUCCESSFUL_COVERAGE_LOOPS,COVERAGE_LOOP_SUCCESS_RATE,COMPLETED_MUTATION_LOOPS,SUCCESSFUL_MUTATION_LOOPS,MUTATION_LOOP_SUCCESS_RATE
Gson,523,490,334,68.2 %,490,338,69.0 %
